epoch,loss,top1,top5,val_loss,val_top1,val_top5
0,0.49951255321502686,0.8875820636749268,0.9775711297988892,0.8357027769088745,0.7902187705039978,0.9292149543762207
1,0.41014647483825684,0.89578777551651,0.97921222448349,0.816642165184021,0.792792797088623,0.9369369149208069
2,0.4044662117958069,0.896608293056488,0.9808533787727356,0.800927996635437,0.799227774143219,0.9420849680900574
3,0.3747332990169525,0.9034463763237,0.9805798530578613,0.8103382587432861,0.7979407906532288,0.9395109415054321
4,0.3511708378791809,0.9078227281570435,0.983315110206604,0.7968917489051819,0.7979407906532288,0.9433719515800476
